ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,sale_type,saleprice
1story_1945_&_older,RL,60.0,7290.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1228.0,GasA,Ex,Y,SBrkr,1424.0,0.0,1424.0,0,2,0,2,1,TA,7,Typ,1,Gd,Attchd,1921,Unf,1,312.0,TA,TA,Y,0.0,0.0,4,2008,WD ,12.031719258385396
2story_1946_&_newer,RL,69.06,7472.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626.0,Unf,725.0,GasA,Gd,Y,SBrkr,725.0,754.0,1479.0,1,1,1,4,1,Gd,7,Typ,0,,Attchd,1972,Fin,2,484.0,TA,TA,Y,0.0,32.0,6,2007,WD ,12.122691036591123
1story_1946_&_newer_all_styles,RL,69.06,11717.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1442.0,GasA,TA,Y,SBrkr,1442.0,0.0,1442.0,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1970,RFn,2,615.0,TA,TA,Y,371.0,0.0,2,2009,WD ,12.128111104060462
2story_1946_&_newer,RL,106.0,11194.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1406.0,GasA,Ex,Y,SBrkr,1454.0,482.0,1936.0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,2,504.0,TA,TA,Y,188.0,124.0,11,2006,WD ,12.348006141418841
2story_1946_&_newer,RL,90.0,11250.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,796.0,Unf,1054.0,GasA,Ex,Y,SBrkr,1070.0,869.0,1939.0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998,RFn,3,555.0,TA,TA,Y,128.0,84.0,5,2006,WD ,12.332705296463539
2story_1946_&_newer,RL,64.0,8633.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,738.0,GasA,Ex,Y,SBrkr,738.0,738.0,1476.0,1,2,1,3,1,Gd,7,Typ,0,,Attchd,2005,Fin,2,540.0,TA,TA,Y,100.0,35.0,2,2009,WD ,12.063932878369052
split_foyer,RL,70.0,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,833.0,GasA,Gd,Y,SBrkr,898.0,0.0,898.0,1,1,0,3,1,TA,6,Typ,0,,Attchd,1968,RFn,1,326.0,TA,TA,Y,143.0,0.0,8,2006,WD ,11.84939770159144
1story_1946_&_newer_all_styles,RL,87.0,10037.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,,99.7,Gd,TA,PConc,Ex,TA,No,GLQ,666.0,Unf,1460.0,GasA,Ex,Y,SBrkr,1460.0,0.0,1460.0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,Fin,2,480.0,TA,TA,Y,0.0,20.0,8,2008,WD ,12.417143615610113
split_foyer,RL,69.06,8014.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,456.0,Unf,456.0,GasA,TA,Y,SBrkr,1034.0,0.0,1034.0,0,1,0,3,1,TA,5,Typ,1,Fa,Basment,1978,Fin,2,504.0,TA,TA,Y,0.0,0.0,6,2009,WD ,11.917723684090689
1story_1946_&_newer_all_styles,RL,69.06,12250.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,781.0,Unf,864.0,GasA,Ex,Y,SBrkr,1174.0,0.0,1174.0,1,1,0,3,1,TA,5,Typ,0,,Attchd,1978,Unf,2,528.0,TA,TA,Y,211.0,0.0,5,2008,WD ,11.970350312009105
2story_pud__1946_&_newer,FV,69.06,2403.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,530.0,GasA,Ex,Y,SBrkr,530.0,550.0,1080.0,0,2,1,2,1,Gd,4,Typ,0,,Attchd,2003,RFn,2,496.0,TA,TA,Y,0.0,50.0,6,2010,WD ,11.898935885244258
11/2_story_finished_all_ages,RM,50.0,8600.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,780.0,GasA,TA,Y,SBrkr,780.0,596.0,1376.0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937,Unf,1,198.0,TA,TA,N,0.0,0.0,6,2006,WD ,11.691071650353702
11/2_story_finished_all_ages,RL,60.0,13680.0,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,840.0,GasA,Ex,Y,SBrkr,840.0,727.0,1567.0,1,1,1,2,1,TA,6,Min2,2,TA,Detchd,1961,Unf,2,440.0,TA,TA,Y,0.0,21.0,2,2009,WD ,12.230765258120545
1story_pud_(planned_unit_development)__1946_&_newer,RL,39.0,5389.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,1595.0,GasA,Ex,Y,SBrkr,1616.0,0.0,1616.0,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995,RFn,2,608.0,TA,TA,Y,237.0,152.0,3,2010,WD ,12.373703486914124
11/2_story_finished_all_ages,RL,60.0,10890.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,1058.0,GasA,TA,Y,SBrkr,1058.0,493.0,1551.0,1,2,0,3,1,Fa,6,Typ,0,,Detchd,1938,Unf,1,240.0,Fa,TA,Y,0.0,0.0,7,2006,WD ,11.827736204810263
1story_1946_&_newer_all_styles,RL,68.0,9768.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,960.0,GasA,Gd,Y,SBrkr,960.0,0.0,960.0,1,1,0,2,1,TA,5,Typ,0,,Attchd,1955,RFn,1,330.0,TA,TA,Y,0.0,70.0,2,2009,WD ,11.711776323715394
1story_1946_&_newer_all_styles,RL,73.0,8993.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,1302.0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007,Fin,2,436.0,TA,TA,Y,0.0,22.0,8,2007,New,12.080991165908294
1story_1945_&_older,RL,50.0,11672.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,816.0,GasA,TA,Y,FuseA,816.0,0.0,816.0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1925,Unf,1,210.0,Fa,Fa,N,168.0,0.0,7,2006,WD ,11.59910316121128
1story_pud_(planned_unit_development)__1946_&_newer,RM,69.06,9763.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,Gd,TA,PConc,Gd,TA,No,GLQ,1102.0,ALQ,1502.0,GasA,Ex,Y,SBrkr,1502.0,0.0,1502.0,1,1,1,1,1,Gd,5,Typ,1,TA,Attchd,1998,Fin,1,286.0,TA,TA,Y,0.0,0.0,9,2007,WD ,12.706847933442663
1story_1946_&_newer_all_styles,RM,56.0,9836.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,192.0,GasA,Gd,N,SBrkr,1133.0,0.0,1133.0,1,1,0,3,1,TA,7,Typ,0,,Detchd,2008,Unf,1,308.0,TA,TA,Y,0.0,175.0,12,2008,WD ,11.870599909242044
2story_1946_&_newer,RL,89.0,10557.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,672.0,Unf,1408.0,GasA,Ex,Y,SBrkr,1671.0,1407.0,3078.0,1,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1998,Fin,3,806.0,TA,TA,Y,108.0,87.0,7,2007,WD ,12.92391243868049
2story_1946_&_newer,RL,70.0,8462.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,928.0,GasA,Ex,Y,SBrkr,936.0,785.0,1721.0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1994,RFn,2,471.0,TA,TA,Y,300.0,87.0,7,2007,WD ,12.211060187041213
11/2_story_finished_all_ages,RL,60.0,10818.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,1077.0,GasA,TA,Y,FuseA,981.0,779.0,1760.0,0,1,1,4,1,TA,7,Typ,1,TA,Detchd,1935,Unf,2,648.0,Fa,TA,Y,120.0,0.0,2,2006,COD,11.289781913656018
2story_1945_&_older,RL,61.0,7259.0,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,1028.0,GasA,Ex,Y,SBrkr,1436.0,884.0,2320.0,1,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1945,Unf,1,180.0,TA,TA,Y,224.0,0.0,7,2007,WD ,12.46651198158808
2story_1946_&_newer,RL,69.06,11800.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,766.0,Unf,1122.0,GasA,Ex,Y,SBrkr,1146.0,1340.0,2486.0,1,3,1,5,1,Gd,10,Typ,1,Gd,BuiltIn,2003,Fin,2,452.0,TA,TA,Y,143.0,32.0,7,2007,WD ,12.542187675503545
1story_1946_&_newer_all_styles,RL,75.0,7500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,1246.0,GasA,Ex,Y,SBrkr,1246.0,0.0,1246.0,1,1,1,3,1,Gd,6,Typ,0,,Attchd,1959,RFn,1,305.0,TA,TA,Y,218.0,0.0,5,2010,WD ,11.944707881395766
11/2_story_finished_all_ages,RL,69.06,159000.0,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,1444.0,GasA,Gd,Y,SBrkr,1444.0,700.0,2144.0,0,2,0,4,1,Gd,7,Typ,2,TA,Attchd,1958,Fin,2,389.0,TA,TA,Y,0.0,98.0,6,2007,WD ,12.531772785169476
11/2_story_finished_all_ages,RL,62.0,6488.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,230.0,Unf,799.0,GasA,Ex,N,FuseA,799.0,351.0,1150.0,0,1,0,3,1,TA,6,Mod,2,TA,BuiltIn,1942,Unf,1,215.0,TA,TA,Y,264.0,0.0,3,2006,WD ,11.759785542901755
1story_1946_&_newer_all_styles,RL,110.0,14230.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1566.0,GasA,Ex,Y,SBrkr,1600.0,0.0,1600.0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,890.0,TA,TA,Y,0.0,56.0,7,2009,WD ,12.454103912352162
11/2_story_finished_all_ages,RL,110.0,7810.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,930.0,GasA,Ex,Y,SBrkr,1230.0,525.0,1755.0,0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,1930,Unf,1,231.0,Fa,TA,Y,0.0,40.0,11,2007,WD ,12.144197241812087
1story_1946_&_newer_all_styles,RL,85.0,14331.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,1800.0,GasA,Ex,Y,SBrkr,1800.0,0.0,1800.0,1,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002,Fin,3,765.0,TA,TA,Y,270.0,78.0,5,2006,WD ,12.652359748158593
2story_pud__1946_&_newer,FV,30.0,3182.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,600.0,GasA,Ex,Y,SBrkr,600.0,600.0,1200.0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004,RFn,2,480.0,TA,TA,Y,0.0,172.0,6,2010,WD ,11.925035115797062
2story_pud__1946_&_newer,RM,24.0,1920.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,765.0,GasA,Ex,Y,SBrkr,765.0,600.0,1365.0,1,1,1,2,1,TA,6,Min1,0,,Detchd,1971,Unf,2,440.0,TA,TA,Y,240.0,36.0,8,2007,WD ,11.715866308966918
2story_1946_&_newer,RL,68.0,10110.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,80.0,ALQ,835.0,GasA,Ex,Y,SBrkr,835.0,861.0,1696.0,1,2,1,3,1,Gd,7,Typ,0,,Attchd,2003,RFn,2,542.0,TA,TA,Y,143.0,66.0,7,2008,WD ,12.144197241812087
2story_1946_&_newer,RL,91.0,10984.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,945.0,GasA,Ex,Y,SBrkr,945.0,864.0,1809.0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2005,RFn,2,638.0,TA,TA,Y,144.0,54.0,5,2006,New,12.253433216890011
2story_1946_&_newer,RL,50.0,8480.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,602.0,Unf,886.0,GasA,Ex,Y,SBrkr,886.0,794.0,1680.0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1993,RFn,2,474.0,TA,TA,Y,144.0,96.0,10,2008,WD ,12.0015054797889
2story_1946_&_newer,RL,69.06,12205.0,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,832.0,GasA,Gd,Y,SBrkr,976.0,1111.0,2087.0,0,2,1,5,1,Gd,9,Typ,0,,Attchd,1966,Fin,2,444.0,TA,TA,Y,133.0,168.0,7,2007,WD ,12.141534124392603
1story_1946_&_newer_all_styles,RL,90.0,15750.0,Pave,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,1462.0,GasA,Ex,Y,SBrkr,1513.0,0.0,1513.0,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999,Fin,2,521.0,TA,TA,Y,135.0,34.0,6,2009,WD ,12.301382825334498
1story_1946_&_newer_all_styles,RL,70.0,8050.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,474.0,BLQ,949.0,GasA,TA,Y,SBrkr,1107.0,0.0,1107.0,1,1,0,3,1,Gd,5,Typ,0,,Attchd,1967,RFn,1,308.0,TA,TA,Y,88.0,64.0,3,2007,WD ,11.751942365440728
1story_1946_&_newer_all_styles,RL,60.0,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,GasA,Ex,Y,SBrkr,827.0,0.0,827.0,0,1,0,2,1,TA,5,Mod,1,Po,Detchd,1967,Unf,1,392.0,TA,TA,Y,0.0,0.0,4,2010,WD ,11.585246126549855
1story_1945_&_older,RM,30.0,5232.0,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,680.0,GasA,Gd,N,FuseP,764.0,0.0,764.0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1965,Unf,2,504.0,TA,TA,N,0.0,0.0,6,2008,WD ,11.198214720130528
1story_1946_&_newer_all_styles,RL,72.0,11846.0,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,1792.0,GasA,Ex,Y,SBrkr,1792.0,0.0,1792.0,1,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2003,Fin,3,874.0,TA,TA,Y,206.0,49.0,8,2006,WD ,12.832011076396668
2story_1946_&_newer,RL,130.0,16900.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1075.0,Unf,1479.0,GasA,Ex,Y,SBrkr,1515.0,1134.0,2649.0,1,2,1,4,1,Gd,10,Typ,1,TA,Attchd,2001,Fin,3,746.0,TA,TA,Y,0.0,60.0,1,2008,WD ,12.950981760648709
2story_1946_&_newer,RL,69.06,9636.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,808.0,GasA,Gd,Y,SBrkr,808.0,785.0,1593.0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993,RFn,2,389.0,TA,TA,Y,342.0,40.0,12,2009,WD ,12.089538829274222
split_foyer,RL,90.0,10012.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920.0,Rec,1138.0,GasA,TA,Y,SBrkr,1181.0,0.0,1181.0,1,2,0,3,1,TA,6,Typ,0,,Detchd,1974,RFn,2,588.0,TA,TA,Y,0.0,0.0,4,2008,WD ,11.831379196088763
1story_1946_&_newer_all_styles,RL,91.0,14303.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,1986.0,GasA,Ex,Y,SBrkr,1987.0,0.0,1987.0,1,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,691.0,TA,TA,Y,262.0,36.0,8,2008,WD ,12.616525295149378
2story_1945_&_older,RL,43.0,5707.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,583.0,GasA,Gd,Y,FuseF,647.0,595.0,1242.0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1926,Unf,1,180.0,Fa,TA,Y,329.0,96.0,3,2009,WD ,11.56171562913966
1story_1946_&_newer_all_styles,RL,78.0,9360.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,976.0,GasA,TA,Y,SBrkr,976.0,0.0,976.0,1,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,1968,RFn,2,504.0,TA,TA,Y,94.0,0.0,8,2006,WD ,11.967180737247824
11/2_story_finished_all_ages,RM,40.0,5680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,969.0,GasA,TA,N,FuseA,969.0,245.0,1214.0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1920,Unf,1,216.0,TA,TA,N,0.0,0.0,9,2007,WD ,11.669929213779893
1story_1946_&_newer_all_styles,RL,70.0,7000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,468.0,Unf,864.0,GasA,Gd,Y,SBrkr,864.0,0.0,864.0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1962,Unf,1,336.0,TA,TA,Y,0.0,0.0,2,2006,WD ,11.56171562913966
11/2_story_finished_all_ages,RL,51.0,10480.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1064.0,GasA,Ex,Y,FuseA,1166.0,0.0,1639.0,0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936,Unf,1,240.0,TA,TA,Y,0.0,0.0,3,2008,WD ,11.652687407345388
1story_1946_&_newer_all_styles,RL,95.0,11578.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,1736.0,GasA,Ex,Y,SBrkr,1736.0,0.0,1736.0,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,RFn,3,834.0,TA,TA,Y,319.0,90.0,7,2009,WD ,12.793859310432293
